text,label
"To the best of our knowledge, this is the first reported patient with captopril-induced pemphigus in whom no new lesions developed after subsequent treatment with enalapril.",1
It may cause a severe adverse drug reaction with multiorgan involvement known as dapsone hypersensitivity syndrome.,1
A 60-year-old white man with chronic bronchitis was noted to develop acute respiratory failure and metabolic acidosis four days after being started on methazolamide (Neptazane) for an ophthalmologic problem.,1
"Used injudiciously, naloxone can lead to withdrawal syndrome, return of severe pain, and other adverse effects.",1
Laryngeal dyspnea in relation to an interaction between acenocoumarol and topical econazole lotion.,1
"A patient is described with the characteristic features of phenytoin hypersensitivity syndrome (PHS) including fever, erythroderma, tibial and facial oedema, pinhead-sized facial pustules and abnormal liver function tests.",1
"We report a case of a young woman with SLE and thrombocytopenia, who developed severe perspiration, headache, and seizure after receiving cyclosporine.",1
"A dapsone hypersensitivity syndrome, consisting of fever, headache, nausea, vomiting, lymphadenopathy, hepatitis, hemolysis, leukopenia, and mononucleosis, has been described in patients treated with the drug for leprosy.",1
"CONCLUSIONS: Topiramate may be associated with ciliochoroidal effusion with forward displacement of the lens-iris diaphragm and anterior chamber shallowing, resulting in acute myopia and angle-closure glaucoma.",1
"Surprisingly, we found that three patients appeared to develop tardive OGC while taking clozapine.",1
Secondary acute myeloid leukemia after etoposide therapy for haemophagocytic lymphohistiocytosis.,1
A case of colchicine-induced rhabdomyolysis is reported.,1
Thalidomide neuropathy in childhood.,1
"A 16-year-old boy developed fever, generalized rigidity, leukocytosis, and increased serum transaminase and creatine kinase levels while receiving treatment with olanzapine and lithium.",1
"One patient who received clindamycin had liver biopsy findings of marked cholestasis, portal inflammation, bile duct injury and bile duct paucity (ductopenia).",1
Papillary necrosis associated with the HIV protease inhibitor indinavir.,1
"After 5 days of treatment with IL-2, the patient developed a hemorrhagic lesion that progressed to toxic epidermal necrolysis, as well as grade 4 pancytopenia.",1
Vitiligo associated with alpha-interferon in a patient with chronic active hepatitis C.,1
Jaundice induced by streptokinase.,1
"We report 2 cases of maculopapular eruption and fever in patients infected with human immunodeficiency virus (HIV) on the 2nd day of first administration of ritonavir, a protease inhibitor.",1
"In this report, we describe a fatal gemcitabine-induced pulmonary toxicity in a patient with gallbladder metastatic adenocarcinoma.",1
OBJECTIVE: To report the case of a young woman with Graves' disease in whom ototoxicity developed because of propylthiouracil (PTU)-induced antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis.,1
"In this report, a patient who had undergone a renal transplantation as a result of malignant hypertension, and who was on immunosuppressive therapy consisting of cyclosporin, prednisone and azathioprine, developed thrombosis of the central retinal vein 5 years following the transplantation.",1
"Our patient had headache, mild fever, nausea, vomiting, rash, and eosinophilia after 3 weeks of disulfiram therapy.",1
The literature search found 12 cases of radiation recall caused by gemcitabine.,1
Spindle coma in benzodiazepine toxicity: case report.,1
This case of linezolid-associated acute interstitial nephritis within the context of a drug rash with eosinophilia and systemic symptoms (DRESS) syndrome in a patient treated with linezolid raises concerns about the presumed renal safety of this drug.,1
"However, as illustrated by these and other cases reported to date, the onset of troglitazone-induced liver injury is insidious and temporally variable.",1
The development of cutaneous ecchymosis associated with a sudden fall in hemoglobin after the administration of alteplase should strongly suggest the possibility of diffuse subfascial hematoma.,1
Patient A reported right leg weakness (foot drop) during week 4 of CAP-XRT (1600 mg/m2).,1
"Three months after starting citalopram, she experienced episodes of chest tightness and dizziness.",1
"First, a review of the literature produced 41 anecdotic cases of neutropenia or agranulocytosis during treatment with olanzapine (Zyprexa) reported in a total of 24 publications.",1
Our patient was a 72-year-old man with advanced Parkinson's disease (PD) who received levodopa and anti-cholinergic drugs and whose head had become almost completely bald.,1
"Recently, her serum theophylline levels had increased to the toxic range (133.2 micromol/L [24 microg/mL]) shortly after the addition of zafirlukast (Accolate, Zeneca Pharmaceuticals, Wilmington, Del) to her regimen.",1
Hepatotoxic effects in a child receiving valproate and carnitine.,1
We report a case of severe hypotension associated with intravenous valproate used to treat status epilepticus in an 11-year-old girl.,1
"On the 3rd day, an inferior vena cava (IVC) filter was placed with a heparin flush, after which massive IVC thrombosis developed.",1
"Among 12 thyrotoxic patients, a patient with arrhythmogenic right ventricular dysplasia, who had been taking amiodarone for 4 years, developed thyrotoxicosis with subacute onset, accompanied by transiently positive thyrotropin (TSH) receptor antibody (TRAb), or thyrotropin-binding inhibiting immunoglobulin (TBII).",1
"INTRODUCTION: Although gefitinib used for the treatment of non-small-cell lung cancer is a well-known cause of interstitial lung disease (ILD), few case reports on erlotinib-induced ILD have been issued.",1
Severe serotonin syndrome induced by mirtazapine monotherapy.,1
An adult male presented with central blindness after ingesting methanol.,1
"Although heparin-dependent antibodies (HDAs) typically manifest with thrombocytopenia as in heparin-induced thrombocytopenia (HIT), they may also manifest with preserved platelet counts.",1
Recurrent hyponatremia associated with citalopram and mirtazapine.,1
"Case 2 demonstrated after 40 months on chlorambucil the presence of a balanced translocation, t (1;5) (p36;q31) in 90% of the cells.",1
Probable propafenone-induced transient global amnesia.,1
"We present a fatal case of subacute methanol toxicity with associated diffuse brain involvement, including bilateral putaminal necrosis and cerebral edema with ventricular compression.",1
"A patient suffering from heparin-associated thrombocytopenia (HAT), recurrent arteriothromboses, and acute renal failure after treatment with standard heparin is described.",1
OBJECTIVE: To describe two cases of rhabdomyolysis in patients taking lovastatin that were precipitated by the use of the newer macrolide antibiotics clarithromycin and azithromycin.,1
"Though they are generally considered safe, there have been a few reports of myocardial infarction and stroke associated with triptan use.",1
